task,model,k,draw,subject,n_test,accuracy
imagery_left_right_fist,eegnet_v4,16,2,109,15,0.533333
imagery_left_right_fist,eegnet_v4,30,2,109,15,0.533333
imagery_left_right_fist,eegnet_v4,0,0,4,15,1
imagery_left_right_fist,eegnet_v4,4,0,4,15,0.8
imagery_left_right_fist,eegnet_v4,8,0,4,15,1
imagery_left_right_fist,eegnet_v4,16,0,4,15,1
imagery_left_right_fist,eegnet_v4,30,0,4,15,1
imagery_left_right_fist,eegnet_v4,4,1,4,15,1
imagery_left_right_fist,eegnet_v4,8,1,4,15,1
imagery_left_right_fist,eegnet_v4,16,1,4,15,0.933333
imagery_left_right_fist,eegnet_v4,30,1,4,15,1
imagery_left_right_fist,eegnet_v4,4,2,4,15,1
imagery_left_right_fist,eegnet_v4,8,2,4,15,1
imagery_left_right_fist,eegnet_v4,16,2,4,15,1
imagery_left_right_fist,eegnet_v4,30,2,4,15,1
imagery_left_right_fist,eegnet_v4,0,0,7,15,1
imagery_left_right_fist,eegnet_v4,4,0,7,15,0.933333
imagery_left_right_fist,eegnet_v4,8,0,7,15,0.933333
imagery_left_right_fist,eegnet_v4,16,0,7,15,1
imagery_left_right_fist,eegnet_v4,30,0,7,15,1
imagery_left_right_fist,eegnet_v4,4,1,7,15,0.733333
imagery_left_right_fist,eegnet_v4,8,1,7,15,0.933333
imagery_left_right_fist,eegnet_v4,16,1,7,15,0.933333
imagery_left_right_fist,eegnet_v4,30,1,7,15,1
imagery_left_right_fist,eegnet_v4,4,2,7,15,0.933333
imagery_left_right_fist,eegnet_v4,8,2,7,15,0.933333
imagery_left_right_fist,eegnet_v4,16,2,7,15,1
imagery_left_right_fist,eegnet_v4,30,2,7,15,1
imagery_left_right_fist,eegnet_v4,0,0,9,15,0.8
imagery_left_right_fist,eegnet_v4,4,0,9,15,0.6
imagery_left_right_fist,eegnet_v4,8,0,9,15,0.933333
imagery_left_right_fist,eegnet_v4,16,0,9,15,0.8
imagery_left_right_fist,eegnet_v4,30,0,9,15,0.8
imagery_left_right_fist,eegnet_v4,4,1,9,15,0.6
imagery_left_right_fist,eegnet_v4,8,1,9,15,0.933333
imagery_left_right_fist,eegnet_v4,16,1,9,15,0.866667
imagery_left_right_fist,eegnet_v4,30,1,9,15,0.8
imagery_left_right_fist,eegnet_v4,4,2,9,15,0.866667
imagery_left_right_fist,eegnet_v4,8,2,9,15,0.6
imagery_left_right_fist,eegnet_v4,16,2,9,15,0.733333
imagery_left_right_fist,eegnet_v4,30,2,9,15,0.8
imagery_left_right_fist,eegnet_v4,0,0,10,15,0.733333
imagery_left_right_fist,eegnet_v4,4,0,10,15,0.6
imagery_left_right_fist,eegnet_v4,8,0,10,15,0.8
imagery_left_right_fist,eegnet_v4,16,0,10,15,0.8
imagery_left_right_fist,eegnet_v4,30,0,10,15,0.8
imagery_left_right_fist,eegnet_v4,4,1,10,15,0.666667
imagery_left_right_fist,eegnet_v4,8,1,10,15,0.533333
imagery_left_right_fist,eegnet_v4,16,1,10,15,0.8
imagery_left_right_fist,eegnet_v4,30,1,10,15,0.8
imagery_left_right_fist,eegnet_v4,4,2,10,15,0.6
imagery_left_right_fist,eegnet_v4,8,2,10,15,0.666667
imagery_left_right_fist,eegnet_v4,16,2,10,15,0.666667
imagery_left_right_fist,eegnet_v4,30,2,10,15,0.8
imagery_left_right_fist,eegnet_v4,0,0,14,15,0.733333
imagery_left_right_fist,eegnet_v4,4,0,14,15,0.666667
imagery_left_right_fist,eegnet_v4,8,0,14,15,0.666667
imagery_left_right_fist,eegnet_v4,16,0,14,15,0.666667
imagery_left_right_fist,eegnet_v4,30,0,14,15,0.533333
imagery_left_right_fist,eegnet_v4,4,1,14,15,0.733333
imagery_left_right_fist,eegnet_v4,8,1,14,15,0.666667
imagery_left_right_fist,eegnet_v4,16,1,14,15,0.666667
imagery_left_right_fist,eegnet_v4,30,1,14,15,0.6
imagery_left_right_fist,eegnet_v4,4,2,14,15,0.533333
imagery_left_right_fist,eegnet_v4,8,2,14,15,0.666667
imagery_left_right_fist,eegnet_v4,16,2,14,15,0.6
imagery_left_right_fist,eegnet_v4,30,2,14,15,0.6
imagery_left_right_fist,eegnet_v4,0,0,21,15,0.8
imagery_left_right_fist,eegnet_v4,4,0,21,15,0.6
imagery_left_right_fist,eegnet_v4,8,0,21,15,0.666667
imagery_left_right_fist,eegnet_v4,16,0,21,15,0.733333
imagery_left_right_fist,eegnet_v4,30,0,21,15,0.866667
imagery_left_right_fist,eegnet_v4,4,1,21,15,0.6
imagery_left_right_fist,eegnet_v4,8,1,21,15,0.8
imagery_left_right_fist,eegnet_v4,16,1,21,15,0.8
imagery_left_right_fist,eegnet_v4,30,1,21,15,0.866667
imagery_left_right_fist,eegnet_v4,4,2,21,15,0.733333
imagery_left_right_fist,eegnet_v4,8,2,21,15,0.733333
imagery_left_right_fist,eegnet_v4,16,2,21,15,0.6
imagery_left_right_fist,eegnet_v4,30,2,21,15,0.8
imagery_left_right_fist,eegnet_v4,0,0,24,15,0.6
imagery_left_right_fist,eegnet_v4,4,0,24,15,0.466667
imagery_left_right_fist,eegnet_v4,8,0,24,15,0.666667
imagery_left_right_fist,eegnet_v4,16,0,24,15,0.533333
imagery_left_right_fist,eegnet_v4,30,0,24,15,0.6
imagery_left_right_fist,eegnet_v4,4,1,24,15,0.333333
imagery_left_right_fist,eegnet_v4,8,1,24,15,0.6
imagery_left_right_fist,eegnet_v4,16,1,24,15,0.666667
imagery_left_right_fist,eegnet_v4,30,1,24,15,0.6
imagery_left_right_fist,eegnet_v4,4,2,24,15,0.6
imagery_left_right_fist,eegnet_v4,8,2,24,15,0.666667
imagery_left_right_fist,eegnet_v4,16,2,24,15,0.733333
imagery_left_right_fist,eegnet_v4,30,2,24,15,0.6
imagery_left_right_fist,eegnet_v4,0,0,25,15,0.466667
imagery_left_right_fist,eegnet_v4,4,0,25,15,0.4
imagery_left_right_fist,eegnet_v4,8,0,25,15,0.4
imagery_left_right_fist,eegnet_v4,16,0,25,15,0.533333
imagery_left_right_fist,eegnet_v4,30,0,25,15,0.666667
imagery_left_right_fist,eegnet_v4,4,1,25,15,0.466667
imagery_left_right_fist,eegnet_v4,8,1,25,15,0.733333
imagery_left_right_fist,eegnet_v4,16,1,25,15,0.533333
imagery_left_right_fist,eegnet_v4,30,1,25,15,0.666667
imagery_left_right_fist,eegnet_v4,4,2,25,15,0.466667
imagery_left_right_fist,eegnet_v4,8,2,25,15,0.533333
imagery_left_right_fist,eegnet_v4,16,2,25,15,0.466667
imagery_left_right_fist,eegnet_v4,30,2,25,15,0.666667
imagery_left_right_fist,eegnet_v4,0,0,30,15,0.866667
imagery_left_right_fist,eegnet_v4,4,0,30,15,0.666667
imagery_left_right_fist,eegnet_v4,8,0,30,15,0.733333
imagery_left_right_fist,eegnet_v4,16,0,30,15,0.8
imagery_left_right_fist,eegnet_v4,30,0,30,15,0.666667
imagery_left_right_fist,eegnet_v4,4,1,30,15,0.8
imagery_left_right_fist,eegnet_v4,8,1,30,15,0.666667
imagery_left_right_fist,eegnet_v4,16,1,30,15,0.866667
imagery_left_right_fist,eegnet_v4,30,1,30,15,0.666667
imagery_left_right_fist,eegnet_v4,4,2,30,15,0.666667
imagery_left_right_fist,eegnet_v4,8,2,30,15,0.533333
imagery_left_right_fist,eegnet_v4,16,2,30,15,0.6
imagery_left_right_fist,eegnet_v4,30,2,30,15,0.666667
imagery_left_right_fist,eegnet_v4,0,0,33,15,1
imagery_left_right_fist,eegnet_v4,4,0,33,15,0.8
imagery_left_right_fist,eegnet_v4,8,0,33,15,0.933333
imagery_left_right_fist,eegnet_v4,16,0,33,15,0.933333
imagery_left_right_fist,eegnet_v4,30,0,33,15,1
imagery_left_right_fist,eegnet_v4,4,1,33,15,0.733333
imagery_left_right_fist,eegnet_v4,8,1,33,15,1
imagery_left_right_fist,eegnet_v4,16,1,33,15,0.933333
imagery_left_right_fist,eegnet_v4,30,1,33,15,1
imagery_left_right_fist,eegnet_v4,4,2,33,15,0.666667
imagery_left_right_fist,eegnet_v4,8,2,33,15,1
imagery_left_right_fist,eegnet_v4,16,2,33,15,1
imagery_left_right_fist,eegnet_v4,30,2,33,15,1
imagery_left_right_fist,eegnet_v4,0,0,36,15,0.8
imagery_left_right_fist,eegnet_v4,4,0,36,15,0.733333
imagery_left_right_fist,eegnet_v4,8,0,36,15,0.8
imagery_left_right_fist,eegnet_v4,16,0,36,15,0.666667
imagery_left_right_fist,eegnet_v4,30,0,36,15,0.666667
imagery_left_right_fist,eegnet_v4,4,1,36,15,0.733333
imagery_left_right_fist,eegnet_v4,8,1,36,15,0.733333
imagery_left_right_fist,eegnet_v4,16,1,36,15,0.733333
imagery_left_right_fist,eegnet_v4,30,1,36,15,0.666667
imagery_left_right_fist,eegnet_v4,4,2,36,15,0.666667
imagery_left_right_fist,eegnet_v4,8,2,36,15,0.866667
imagery_left_right_fist,eegnet_v4,16,2,36,15,0.8
imagery_left_right_fist,eegnet_v4,30,2,36,15,0.666667
imagery_left_right_fist,eegnet_v4,0,0,44,15,0.666667
imagery_left_right_fist,eegnet_v4,4,0,44,15,0.733333
imagery_left_right_fist,eegnet_v4,8,0,44,15,0.8
imagery_left_right_fist,eegnet_v4,16,0,44,15,0.866667
imagery_left_right_fist,eegnet_v4,30,0,44,15,0.8
imagery_left_right_fist,eegnet_v4,4,1,44,15,0.733333
imagery_left_right_fist,eegnet_v4,8,1,44,15,0.733333
imagery_left_right_fist,eegnet_v4,16,1,44,15,0.8
imagery_left_right_fist,eegnet_v4,30,1,44,15,0.8
imagery_left_right_fist,eegnet_v4,4,2,44,15,0.733333
imagery_left_right_fist,eegnet_v4,8,2,44,15,0.866667
imagery_left_right_fist,eegnet_v4,16,2,44,15,0.866667
imagery_left_right_fist,eegnet_v4,30,2,44,15,0.8
imagery_left_right_fist,eegnet_v4,0,0,46,15,0.6
imagery_left_right_fist,eegnet_v4,4,0,46,15,0.733333
imagery_left_right_fist,eegnet_v4,8,0,46,15,0.533333
imagery_left_right_fist,eegnet_v4,16,0,46,15,0.6
imagery_left_right_fist,eegnet_v4,30,0,46,15,0.466667
imagery_left_right_fist,eegnet_v4,4,1,46,15,0.666667
imagery_left_right_fist,eegnet_v4,8,1,46,15,0.6
imagery_left_right_fist,eegnet_v4,16,1,46,15,0.4
imagery_left_right_fist,eegnet_v4,30,1,46,15,0.466667
imagery_left_right_fist,eegnet_v4,4,2,46,15,0.6
imagery_left_right_fist,eegnet_v4,8,2,46,15,0.533333
imagery_left_right_fist,eegnet_v4,16,2,46,15,0.6
imagery_left_right_fist,eegnet_v4,30,2,46,15,0.466667
imagery_left_right_fist,eegnet_v4,0,0,53,15,0.733333
imagery_left_right_fist,eegnet_v4,4,0,53,15,0.666667
imagery_left_right_fist,eegnet_v4,8,0,53,15,0.666667
imagery_left_right_fist,eegnet_v4,16,0,53,15,0.666667
imagery_left_right_fist,eegnet_v4,30,0,53,15,0.466667
imagery_left_right_fist,eegnet_v4,4,1,53,15,0.733333
imagery_left_right_fist,eegnet_v4,8,1,53,15,0.666667
imagery_left_right_fist,eegnet_v4,16,1,53,15,0.666667
imagery_left_right_fist,eegnet_v4,30,1,53,15,0.466667
imagery_left_right_fist,eegnet_v4,4,2,53,15,1
imagery_left_right_fist,eegnet_v4,8,2,53,15,0.8
imagery_left_right_fist,eegnet_v4,16,2,53,15,0.866667
imagery_left_right_fist,eegnet_v4,30,2,53,15,0.466667
imagery_left_right_fist,eegnet_v4,0,0,54,15,0.866667
imagery_left_right_fist,eegnet_v4,4,0,54,15,0.933333
imagery_left_right_fist,eegnet_v4,8,0,54,15,0.866667
imagery_left_right_fist,eegnet_v4,16,0,54,15,1
imagery_left_right_fist,eegnet_v4,30,0,54,15,0.933333
imagery_left_right_fist,eegnet_v4,4,1,54,15,0.866667
imagery_left_right_fist,eegnet_v4,8,1,54,15,0.866667
imagery_left_right_fist,eegnet_v4,16,1,54,15,0.933333
imagery_left_right_fist,eegnet_v4,30,1,54,15,0.933333
imagery_left_right_fist,eegnet_v4,4,2,54,15,0.933333
imagery_left_right_fist,eegnet_v4,8,2,54,15,0.866667
imagery_left_right_fist,eegnet_v4,16,2,54,15,1
imagery_left_right_fist,eegnet_v4,30,2,54,15,0.933333
imagery_left_right_fist,eegnet_v4,0,0,56,15,0.8
imagery_left_right_fist,eegnet_v4,4,0,56,15,0.733333
imagery_left_right_fist,eegnet_v4,8,0,56,15,0.8
imagery_left_right_fist,eegnet_v4,16,0,56,15,0.933333
imagery_left_right_fist,eegnet_v4,30,0,56,15,0.933333
imagery_left_right_fist,eegnet_v4,4,1,56,15,0.933333
imagery_left_right_fist,eegnet_v4,8,1,56,15,0.733333
imagery_left_right_fist,eegnet_v4,16,1,56,15,0.733333
imagery_left_right_fist,eegnet_v4,30,1,56,15,0.933333
imagery_left_right_fist,eegnet_v4,4,2,56,15,0.666667
imagery_left_right_fist,eegnet_v4,8,2,56,15,0.8
imagery_left_right_fist,eegnet_v4,16,2,56,15,0.8
imagery_left_right_fist,eegnet_v4,30,2,56,15,0.933333
imagery_left_right_fist,eegnet_v4,0,0,58,15,0.666667
imagery_left_right_fist,eegnet_v4,4,0,58,15,0.6
imagery_left_right_fist,eegnet_v4,8,0,58,15,0.8
imagery_left_right_fist,eegnet_v4,16,0,58,15,0.733333
imagery_left_right_fist,eegnet_v4,30,0,58,15,0.8
imagery_left_right_fist,eegnet_v4,4,1,58,15,0.8
imagery_left_right_fist,eegnet_v4,8,1,58,15,0.666667
imagery_left_right_fist,eegnet_v4,16,1,58,15,0.733333
imagery_left_right_fist,eegnet_v4,30,1,58,15,0.8
imagery_left_right_fist,eegnet_v4,4,2,58,15,0.733333
imagery_left_right_fist,eegnet_v4,8,2,58,15,0.733333
imagery_left_right_fist,eegnet_v4,16,2,58,15,0.866667
imagery_left_right_fist,eegnet_v4,30,2,58,15,0.733333
imagery_left_right_fist,eegnet_v4,0,0,61,15,0.933333
imagery_left_right_fist,eegnet_v4,4,0,61,15,0.866667
imagery_left_right_fist,eegnet_v4,8,0,61,15,0.866667
imagery_left_right_fist,eegnet_v4,16,0,61,15,1
imagery_left_right_fist,eegnet_v4,30,0,61,15,1
imagery_left_right_fist,eegnet_v4,4,1,61,15,0.8
imagery_left_right_fist,eegnet_v4,8,1,61,15,0.933333
imagery_left_right_fist,eegnet_v4,16,1,61,15,0.933333
imagery_left_right_fist,eegnet_v4,30,1,61,15,1
imagery_left_right_fist,eegnet_v4,4,2,61,15,0.866667
imagery_left_right_fist,eegnet_v4,8,2,61,15,0.866667
imagery_left_right_fist,eegnet_v4,16,2,61,15,0.866667
imagery_left_right_fist,eegnet_v4,30,2,61,15,1
imagery_left_right_fist,eegnet_v4,0,0,63,15,0.733333
imagery_left_right_fist,eegnet_v4,4,0,63,15,0.533333
imagery_left_right_fist,eegnet_v4,8,0,63,15,0.666667
imagery_left_right_fist,eegnet_v4,16,0,63,15,0.666667
imagery_left_right_fist,eegnet_v4,30,0,63,15,0.733333
imagery_left_right_fist,eegnet_v4,4,1,63,15,0.533333
imagery_left_right_fist,eegnet_v4,8,1,63,15,0.533333
imagery_left_right_fist,eegnet_v4,16,1,63,15,0.733333
imagery_left_right_fist,eegnet_v4,30,1,63,15,0.733333
imagery_left_right_fist,eegnet_v4,4,2,63,15,0.666667
imagery_left_right_fist,eegnet_v4,8,2,63,15,0.6
imagery_left_right_fist,eegnet_v4,16,2,63,15,0.733333
imagery_left_right_fist,eegnet_v4,30,2,63,15,0.733333
imagery_left_right_fist,eegnet_v4,0,0,69,15,0.733333
imagery_left_right_fist,eegnet_v4,4,0,69,15,0.6
imagery_left_right_fist,eegnet_v4,8,0,69,15,0.6
imagery_left_right_fist,eegnet_v4,16,0,69,15,0.733333
imagery_left_right_fist,eegnet_v4,30,0,69,15,0.8
imagery_left_right_fist,eegnet_v4,4,1,69,15,0.666667
imagery_left_right_fist,eegnet_v4,8,1,69,15,0.6
imagery_left_right_fist,eegnet_v4,16,1,69,15,0.666667
imagery_left_right_fist,eegnet_v4,30,1,69,15,0.8
imagery_left_right_fist,eegnet_v4,4,2,69,15,0.6
imagery_left_right_fist,eegnet_v4,8,2,69,15,0.666667
imagery_left_right_fist,eegnet_v4,16,2,69,15,0.466667
imagery_left_right_fist,eegnet_v4,30,2,69,15,0.8
imagery_left_right_fist,eegnet_v4,0,0,74,14,0.5
imagery_left_right_fist,eegnet_v4,4,0,74,14,0.5
imagery_left_right_fist,eegnet_v4,8,0,74,14,0.357143
imagery_left_right_fist,eegnet_v4,16,0,74,14,0.428571
imagery_left_right_fist,eegnet_v4,30,0,74,14,0.5
imagery_left_right_fist,eegnet_v4,4,1,74,14,0.357143
imagery_left_right_fist,eegnet_v4,8,1,74,14,0.428571
imagery_left_right_fist,eegnet_v4,16,1,74,14,0.428571
imagery_left_right_fist,eegnet_v4,30,1,74,14,0.5
imagery_left_right_fist,eegnet_v4,4,2,74,14,0.5
imagery_left_right_fist,eegnet_v4,8,2,74,14,0.285714
imagery_left_right_fist,eegnet_v4,16,2,74,14,0.428571
imagery_left_right_fist,eegnet_v4,30,2,74,14,0.5
imagery_left_right_fist,eegnet_v4,0,0,76,14,0.642857
imagery_left_right_fist,eegnet_v4,4,0,76,14,0.785714
imagery_left_right_fist,eegnet_v4,8,0,76,14,0.571429
imagery_left_right_fist,eegnet_v4,16,0,76,14,0.642857
imagery_left_right_fist,eegnet_v4,30,0,76,14,0.571429
imagery_left_right_fist,eegnet_v4,4,1,76,14,0.714286
imagery_left_right_fist,eegnet_v4,8,1,76,14,0.785714
imagery_left_right_fist,eegnet_v4,16,1,76,14,0.642857
imagery_left_right_fist,eegnet_v4,30,1,76,14,0.571429
imagery_left_right_fist,eegnet_v4,4,2,76,14,0.5
imagery_left_right_fist,eegnet_v4,8,2,76,14,0.5
imagery_left_right_fist,eegnet_v4,16,2,76,14,0.785714
imagery_left_right_fist,eegnet_v4,30,2,76,14,0.571429
imagery_left_right_fist,eegnet_v4,0,0,80,15,0.6
imagery_left_right_fist,eegnet_v4,4,0,80,15,0.666667
imagery_left_right_fist,eegnet_v4,8,0,80,15,0.666667
imagery_left_right_fist,eegnet_v4,16,0,80,15,0.6
imagery_left_right_fist,eegnet_v4,30,0,80,15,0.733333
imagery_left_right_fist,eegnet_v4,4,1,80,15,0.533333
imagery_left_right_fist,eegnet_v4,8,1,80,15,0.6
imagery_left_right_fist,eegnet_v4,16,1,80,15,0.6
imagery_left_right_fist,eegnet_v4,30,1,80,15,0.733333
imagery_left_right_fist,eegnet_v4,4,2,80,15,0.733333
imagery_left_right_fist,eegnet_v4,8,2,80,15,0.6
imagery_left_right_fist,eegnet_v4,16,2,80,15,0.6
imagery_left_right_fist,eegnet_v4,30,2,80,15,0.733333
imagery_left_right_fist,eegnet_v4,0,0,81,15,0.8
imagery_left_right_fist,eegnet_v4,4,0,81,15,0.8
imagery_left_right_fist,eegnet_v4,8,0,81,15,0.8
imagery_left_right_fist,eegnet_v4,16,0,81,15,0.933333
imagery_left_right_fist,eegnet_v4,30,0,81,15,0.866667
imagery_left_right_fist,eegnet_v4,4,1,81,15,0.866667
imagery_left_right_fist,eegnet_v4,8,1,81,15,0.8
imagery_left_right_fist,eegnet_v4,16,1,81,15,0.866667
imagery_left_right_fist,eegnet_v4,30,1,81,15,0.866667
imagery_left_right_fist,eegnet_v4,4,2,81,15,0.8
imagery_left_right_fist,eegnet_v4,8,2,81,15,0.866667
imagery_left_right_fist,eegnet_v4,16,2,81,15,0.866667
imagery_left_right_fist,eegnet_v4,30,2,81,15,0.866667
imagery_left_right_fist,eegnet_v4,0,0,84,15,0.866667
imagery_left_right_fist,eegnet_v4,4,0,84,15,0.533333
imagery_left_right_fist,eegnet_v4,8,0,84,15,0.733333
imagery_left_right_fist,eegnet_v4,16,0,84,15,0.733333
imagery_left_right_fist,eegnet_v4,30,0,84,15,0.8
imagery_left_right_fist,eegnet_v4,4,1,84,15,0.733333
imagery_left_right_fist,eegnet_v4,8,1,84,15,0.8
imagery_left_right_fist,eegnet_v4,16,1,84,15,0.733333
imagery_left_right_fist,eegnet_v4,30,1,84,15,0.8
imagery_left_right_fist,eegnet_v4,4,2,84,15,0.8
imagery_left_right_fist,eegnet_v4,8,2,84,15,0.8
imagery_left_right_fist,eegnet_v4,16,2,84,15,0.666667
imagery_left_right_fist,eegnet_v4,30,2,84,15,0.8
imagery_left_right_fist,eegnet_v4,0,0,90,15,0.8
imagery_left_right_fist,eegnet_v4,4,0,90,15,0.666667
imagery_left_right_fist,eegnet_v4,8,0,90,15,0.866667
imagery_left_right_fist,eegnet_v4,16,0,90,15,0.8
imagery_left_right_fist,eegnet_v4,30,0,90,15,0.533333
imagery_left_right_fist,eegnet_v4,4,1,90,15,0.6
imagery_left_right_fist,eegnet_v4,8,1,90,15,1
imagery_left_right_fist,eegnet_v4,16,1,90,15,0.866667
imagery_left_right_fist,eegnet_v4,30,1,90,15,0.533333
imagery_left_right_fist,eegnet_v4,4,2,90,15,0.933333
imagery_left_right_fist,eegnet_v4,8,2,90,15,0.533333
imagery_left_right_fist,eegnet_v4,16,2,90,15,0.533333
imagery_left_right_fist,eegnet_v4,30,2,90,15,0.533333
imagery_left_right_fist,eegnet_v4,0,0,92,19,0.842105
imagery_left_right_fist,eegnet_v4,4,0,92,19,0.736842
imagery_left_right_fist,eegnet_v4,8,0,92,19,0.842105
imagery_left_right_fist,eegnet_v4,16,0,92,19,0.578947
imagery_left_right_fist,eegnet_v4,30,0,92,19,0.684211
imagery_left_right_fist,eegnet_v4,4,1,92,19,0.684211
imagery_left_right_fist,eegnet_v4,8,1,92,19,0.684211
imagery_left_right_fist,eegnet_v4,16,1,92,19,0.842105
imagery_left_right_fist,eegnet_v4,30,1,92,19,0.736842
imagery_left_right_fist,eegnet_v4,4,2,92,19,0.631579
imagery_left_right_fist,eegnet_v4,8,2,92,19,0.736842
imagery_left_right_fist,eegnet_v4,16,2,92,19,0.736842
imagery_left_right_fist,eegnet_v4,30,2,92,19,0.631579
imagery_left_right_fist,eegnet_v4,0,0,93,15,0.8
imagery_left_right_fist,eegnet_v4,4,0,93,15,0.8
imagery_left_right_fist,eegnet_v4,8,0,93,15,0.933333
imagery_left_right_fist,eegnet_v4,16,0,93,15,0.666667
imagery_left_right_fist,eegnet_v4,30,0,93,15,0.8
imagery_left_right_fist,eegnet_v4,4,1,93,15,0.733333
imagery_left_right_fist,eegnet_v4,8,1,93,15,0.733333
imagery_left_right_fist,eegnet_v4,16,1,93,15,0.8
imagery_left_right_fist,eegnet_v4,30,1,93,15,0.8
imagery_left_right_fist,eegnet_v4,4,2,93,15,0.866667
imagery_left_right_fist,eegnet_v4,8,2,93,15,0.8
imagery_left_right_fist,eegnet_v4,16,2,93,15,0.8
imagery_left_right_fist,eegnet_v4,30,2,93,15,0.8
imagery_left_right_fist,eegnet_v4,0,0,94,15,0.733333
imagery_left_right_fist,eegnet_v4,4,0,94,15,0.866667
imagery_left_right_fist,eegnet_v4,8,0,94,15,0.866667
imagery_left_right_fist,eegnet_v4,16,0,94,15,0.8
imagery_left_right_fist,eegnet_v4,30,0,94,15,0.933333
imagery_left_right_fist,eegnet_v4,4,1,94,15,0.733333
imagery_left_right_fist,eegnet_v4,8,1,94,15,0.866667
imagery_left_right_fist,eegnet_v4,16,1,94,15,0.866667
imagery_left_right_fist,eegnet_v4,30,1,94,15,0.933333
imagery_left_right_fist,eegnet_v4,4,2,94,15,0.8
imagery_left_right_fist,eegnet_v4,8,2,94,15,0.733333
imagery_left_right_fist,eegnet_v4,16,2,94,15,0.933333
imagery_left_right_fist,eegnet_v4,30,2,94,15,0.933333
imagery_left_right_fist,eegnet_v4,0,0,95,15,0.733333
imagery_left_right_fist,eegnet_v4,4,0,95,15,0.666667
imagery_left_right_fist,eegnet_v4,8,0,95,15,0.733333
imagery_left_right_fist,eegnet_v4,16,0,95,15,0.866667
imagery_left_right_fist,eegnet_v4,30,0,95,15,0.733333
imagery_left_right_fist,eegnet_v4,4,1,95,15,0.533333
imagery_left_right_fist,eegnet_v4,8,1,95,15,0.533333
imagery_left_right_fist,eegnet_v4,16,1,95,15,0.8
imagery_left_right_fist,eegnet_v4,30,1,95,15,0.733333
imagery_left_right_fist,eegnet_v4,4,2,95,15,0.466667
imagery_left_right_fist,eegnet_v4,8,2,95,15,0.6
imagery_left_right_fist,eegnet_v4,16,2,95,15,0.666667
imagery_left_right_fist,eegnet_v4,30,2,95,15,0.733333
imagery_left_right_fist,eegnet_v4,0,0,96,15,0.866667
imagery_left_right_fist,eegnet_v4,4,0,96,15,0.866667
imagery_left_right_fist,eegnet_v4,8,0,96,15,0.733333
imagery_left_right_fist,eegnet_v4,16,0,96,15,0.933333
imagery_left_right_fist,eegnet_v4,30,0,96,15,0.866667
imagery_left_right_fist,eegnet_v4,4,1,96,15,0.866667
imagery_left_right_fist,eegnet_v4,8,1,96,15,0.866667
imagery_left_right_fist,eegnet_v4,16,1,96,15,0.8
imagery_left_right_fist,eegnet_v4,30,1,96,15,0.866667
imagery_left_right_fist,eegnet_v4,4,2,96,15,0.866667
imagery_left_right_fist,eegnet_v4,8,2,96,15,0.866667
imagery_left_right_fist,eegnet_v4,16,2,96,15,0.8
imagery_left_right_fist,eegnet_v4,30,2,96,15,0.866667
imagery_left_right_fist,eegnet_v4,0,0,98,15,0.266667
imagery_left_right_fist,eegnet_v4,4,0,98,15,0.4
imagery_left_right_fist,eegnet_v4,8,0,98,15,0.6
imagery_left_right_fist,eegnet_v4,16,0,98,15,0.4
imagery_left_right_fist,eegnet_v4,30,0,98,15,0.466667
imagery_left_right_fist,eegnet_v4,4,1,98,15,0.4
imagery_left_right_fist,eegnet_v4,8,1,98,15,0.333333
imagery_left_right_fist,eegnet_v4,16,1,98,15,0.533333
imagery_left_right_fist,eegnet_v4,30,1,98,15,0.466667
imagery_left_right_fist,eegnet_v4,4,2,98,15,0.4
imagery_left_right_fist,eegnet_v4,8,2,98,15,0.533333
imagery_left_right_fist,eegnet_v4,16,2,98,15,0.466667
imagery_left_right_fist,eegnet_v4,30,2,98,15,0.466667
imagery_left_right_fist,eegnet_v4,0,0,99,15,0.333333
imagery_left_right_fist,eegnet_v4,4,0,99,15,0.4
imagery_left_right_fist,eegnet_v4,8,0,99,15,0.466667
imagery_left_right_fist,eegnet_v4,16,0,99,15,0.4
imagery_left_right_fist,eegnet_v4,30,0,99,15,0.466667
imagery_left_right_fist,eegnet_v4,4,1,99,15,0.466667
imagery_left_right_fist,eegnet_v4,8,1,99,15,0.533333
imagery_left_right_fist,eegnet_v4,16,1,99,15,0.4
imagery_left_right_fist,eegnet_v4,30,1,99,15,0.466667
imagery_left_right_fist,eegnet_v4,4,2,99,15,0.4
imagery_left_right_fist,eegnet_v4,8,2,99,15,0.533333
imagery_left_right_fist,eegnet_v4,16,2,99,15,0.466667
imagery_left_right_fist,eegnet_v4,30,2,99,15,0.466667
imagery_left_right_fist,eegnet_v4,0,0,100,12,0.75
imagery_left_right_fist,eegnet_v4,4,0,100,12,0.666667
imagery_left_right_fist,eegnet_v4,8,0,100,12,0.416667
imagery_left_right_fist,eegnet_v4,16,0,100,12,0.666667
imagery_left_right_fist,eegnet_v4,30,0,100,12,0.75
imagery_left_right_fist,eegnet_v4,4,1,100,12,0.5
imagery_left_right_fist,eegnet_v4,8,1,100,12,0.75
imagery_left_right_fist,eegnet_v4,16,1,100,12,0.833333
imagery_left_right_fist,eegnet_v4,30,1,100,12,0.75
imagery_left_right_fist,eegnet_v4,4,2,100,12,0.583333
imagery_left_right_fist,eegnet_v4,8,2,100,12,0.5
imagery_left_right_fist,eegnet_v4,16,2,100,12,0.5
